x_0,x_1,x_2,x_3,h0_0,h0_1,h0_2,h0_3,h0_4,h0_5,h1_0,h1_1,h1_2,h1_3,h1_4,h1_5,pred_0,pred_1,pred_2,true_y,pred_y
0.2222222222222221,0.625,0.06779661016949151,0.04166666666666667,1.4323625564575195,1.4042532444000244,0.0,0.0,0.0,0.0,4.477596282958984,0.0,3.796656608581543,3.308332920074463,0.0,0.0,0.9998703002929688,0.00012969908129889518,3.4796810157805775e-15,0.0,0.0
0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667,1.223051905632019,1.2365267276763916,0.0,0.0,0.0,0.0,3.978856086730957,0.0,3.314535617828369,2.99084210395813,0.0,0.0,0.9995573163032532,0.00044265558244660497,1.2232978573254588e-13,0.0,0.0
0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667,1.2638018131256104,1.276696801185608,0.0,0.0,0.0,0.0,4.087733268737793,0.0,3.414365768432617,3.0614356994628906,0.0,0.0,0.9996559619903564,0.00034404522739350796,5.639079155884963e-14,0.0,0.0
0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667,1.1804184913635254,1.2357866764068604,0.0,0.0,0.0,0.0,3.9296510219573975,0.0,3.2428736686706543,2.965228796005249,0.0,0.0,0.9994637370109558,0.0005363044911064208,1.7586778387757018e-13,0.0,0.0
0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667,1.4454412460327148,1.4239779710769653,0.0,0.0,0.0,0.0,4.523247718811035,0.0,3.8341219425201416,3.3389732837677,0.0,0.0,0.9998817443847656,0.00011820684449048713,2.5202796189523376e-15,0.0,0.0
0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125,1.5677275657653809,1.4744452238082886,0.0,0.14107415080070496,0.0,0.21361100673675537,4.439581871032715,0.23661670088768005,3.635591506958008,3.2989084720611572,0.0,0.14616166055202484,0.9996484518051147,0.00035158658283762634,1.1138539160568568e-14,0.0,0.0
0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333,1.2873814105987549,1.287473440170288,0.0,0.0,0.0,0.0,4.131195068359375,0.0,3.4622323513031006,3.0877158641815186,0.0,0.0,0.9996961355209351,0.00030386957223527133,4.123231703984098e-14,0.0,0.0
0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667,1.3635718822479248,1.3640639781951904,0.0,0.003864467144012451,0.0,0.0,4.335655212402344,0.0,3.643249988555908,3.218336820602417,0.0,0.0,0.9998072981834412,0.00019267891184426844,9.78202097773849e-15,0.0,0.0
0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667,1.0866153240203857,1.157570719718933,0.0,0.0,0.0,0.0,3.7013611793518066,0.0,3.0243887901306152,2.8193817138671875,0.0,0.0,0.9990656971931458,0.0009343824931420386,8.958963670750719e-13,0.0,0.0
0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0,1.250641942024231,1.303226113319397,0.0,0.0,0.0,0.0,4.1144795417785645,0.0,3.413491725921631,3.0847957134246826,0.0,0.0,0.9996515512466431,0.0003484600456431508,4.720745346823048e-14,0.0,0.0
